name	country	lat	lon	population	timezone
Baton Rouge	US	30.44332	-91.18747	227470	America/Chicago
Sete Lagoas	BR	-19.46583	-44.24667	227397	America/Sao_Paulo
Sosnowiec	PL	50.28682	19.10385	227295	Europe/Warsaw
Diez de Octubre	CU	23.0881	-82.3597	227293	America/Havana
Turkistan	KZ	43.29458	68.25685	227098	Asia/Almaty
Klerksdorp	ZA	-26.85213	26.66672	227039	Africa/Johannesburg
Upper West Side	US	40.78705	-73.97542	226989	America/New_York
Staryy Oskol	RU	51.3025	37.84613	226977	Europe/Moscow
Ageo	JP	35.97145	139.61382	226940	Asia/Tokyo
Gusau	NG	12.17024	6.66412	226857	Africa/Lagos
Neue Neustadt	DE	52.15	11.63333	226851	Europe/Berlin
Kamyanske	UA	48.51716	34.60617	226845	Europe/Kyiv
Ashdod	IL	31.79213	34.64966	226838	Asia/Jerusalem
Radom	PL	51.40253	21.14714	226794	Europe/Warsaw
Paya Terubong	MY	5.37278	100.27972	226712	Asia/Kuala_Lumpur
Richmond	US	37.55376	-77.46026	226610	America/New_York
Chang-hua	TW	24.07327	120.56276	226564	Asia/Taipei
Changhua	TW	24.0692	120.5512	226564	Asia/Taipei
Điện Bàn	VN	15.88853	108.25447	226564	Asia/Ho_Chi_Minh
Takarazuka	JP	34.79936	135.35697	226432	Asia/Tokyo
Nzérékoré	GN	7.75624	-8.8179	226426	Africa/Conakry
Regina	CA	50.45008	-104.6178	226404	America/Regina
Cà Mau	VN	9.17682	105.15242	226372	Asia/Ho_Chi_Minh
Shrīrāmpur	IN	22.75278	88.34222	226317	Asia/Kolkata
Fendou	CN	46.64142	124.86283	226298	Asia/Shanghai
Sabzevar	IR	36.2126	57.68191	226183	Asia/Tehran
Huanggang	CN	23.67704	116.99961	225956	Asia/Shanghai
Quthbullapur	IN	17.50107	78.45818	225816	Asia/Kolkata
Mubi	NG	10.26858	13.26701	225705	Africa/Lagos
Rio Verde	BR	-17.79806	-50.92806	225696	America/Sao_Paulo
Águas Lindas de Goiás	BR	-15.76194	-48.28167	225693	America/Sao_Paulo
Presidente Prudente	BR	-22.12556	-51.38889	225668	America/Sao_Paulo
Varāmīn	IR	35.3242	51.6457	225628	Asia/Tehran
Sector 1	RO	44.49239	26.04831	225453	Europe/Bucharest
Somerset West	ZA	-34.08401	18.82113	225289	Africa/Johannesburg
Luton	GB	51.87967	-0.41748	225262	Europe/London
Ternopil	UA	49.55404	25.59067	225238	Europe/Kyiv
Juazeiro do Norte	BR	-7.21306	-39.31528	225230	America/Fortaleza
Bitung	ID	1.44059	125.12824	225134	Asia/Makassar
Mymensingh	BD	24.75636	90.40646	225126	Asia/Dhaka
Blagoveshchensk	RU	50.27593	127.52637	225091	Asia/Yakutsk
Nadiād	IN	22.69385	72.86157	225071	Asia/Kolkata
Kumba	CM	4.6363	9.4469	225046	Africa/Douala
Košice	SK	48.71441	21.25802	225044	Europe/Bratislava
Kremenchuk	UA	49.06253	33.40484	224997	Europe/Kyiv
Jingling	CN	30.65	113.1	224871	Asia/Shanghai
Nāgercoil	IN	8.17899	77.43227	224849	Asia/Kolkata
Sucre	BO	-19.03332	-65.26274	224838	America/La_Paz
Mutare	ZW	-18.9707	32.67086	224802	Africa/Harare
Ōta	JP	36.3	139.36667	224358	Asia/Tokyo
Karāwalnagar	IN	28.72712	77.27047	224281	Asia/Kolkata
Puerto Vallarta	MX	20.617	-105.23018	224166	America/Mexico_City
Minamirinkan	JP	35.49527	139.44279	224015	Asia/Tokyo
Atsugi	JP	35.44272	139.36931	223960	Asia/Tokyo
Heihe	CN	50.24413	127.49016	223832	Asia/Shanghai
Mango	IN	22.8275	86.21639	223805	Asia/Kolkata
Paramaribo	SR	5.86638	-55.16682	223757	America/Paramaribo
Narayanganj	BD	23.61352	90.50298	223622	Asia/Dhaka
NIA Valencia	PH	7.90639	125.09417	223620	Asia/Manila
Tongchuanshi	CN	35.07474	109.08495	223603	Asia/Shanghai
Concepción	CL	-36.82699	-73.04977	223574	America/Santiago
Ramadi	IQ	33.42056	43.30778	223500	Asia/Baghdad
Paradise	US	36.09719	-115.14666	223167	America/Los_Angeles
Tacoma	US	47.25288	-122.44429	222906	America/Los_Angeles
Mainz	DE	49.98185	8.28008	222889	Europe/Berlin
Velikiy Novgorod	RU	58.52131	31.27104	222868	Europe/Moscow
Sungai Buloh	MY	3.21	101.561	222858	Asia/Kuala_Lumpur
Puerto Princesa	PH	9.73917	118.73528	222673	Asia/Manila
Xintai	CN	35.90056	117.75194	222459	Asia/Shanghai
El Tigre	VE	8.88902	-64.2527	222450	America/Caracas
Haeju	KP	38.04056	125.71472	222396	Asia/Pyongyang
Formosa	AR	-26.18489	-58.17313	222226	America/Argentina/Cordoba
Ikire	NG	7.36983	4.1863	222160	Africa/Lagos
La Ceiba	HN	15.75971	-86.78221	222055	America/Tegucigalpa
Tilburg	NL	51.55551	5.0913	221947	Europe/Amsterdam
Ba Dinh	VN	21.03652	105.82684	221893	Asia/Bangkok
Murwāra	IN	23.83776	80.39405	221883	Asia/Kolkata
Moshi	TZ	-3.35	37.33333	221733	Africa/Dar_es_Salaam
Kanchipuram	IN	12.83515	79.70006	221715	Asia/Kolkata
Sousse	TN	35.82539	10.63699	221715	Africa/Tunis
Batu	ID	-7.87	112.52833	221714	Asia/Jakarta
Tuluá	CO	4.08466	-76.19536	221684	America/Bogota
Soyo	AO	-6.1349	12.36894	221555	Africa/Luanda
Sóc Trăng	VN	9.59995	105.97193	221430	Asia/Ho_Chi_Minh
Kankan	GN	10.38542	-9.30568	221428	Africa/Conakry
Shakhty	RU	47.71916	40.21603	221312	Europe/Moscow
Mbarara	UG	-0.60467	30.64851	221300	Africa/Kampala
Olongapo	PH	14.82917	120.28278	221178	Asia/Manila
Ibarra	EC	0.34881	-78.12462	221149	America/Guayaquil
Banja Luka	BA	44.77879	17.20629	221106	Europe/Sarajevo
Rufisque est	SN	14.7162	-17.27283	221066	Africa/Dakar
Neyshābūr	IR	36.21329	58.79575	220929	Asia/Tehran
Sāveh	IR	35.0213	50.3566	220762	Asia/Tehran
Wuxue	CN	29.85058	115.5525	220661	Asia/Shanghai
Chí Linh	VN	21.06667	106.31667	220421	Asia/Ho_Chi_Minh
Campeche	MX	19.84073	-90.51676	220389	America/Merida
Quận Ba	VN	10.77494	106.68628	220375	Asia/Ho_Chi_Minh
Singrauli	IN	24.19973	82.67535	220257	Asia/Kolkata
Fuencarral-El Pardo	ES	40.4984	-3.7314	220085	Europe/Madrid
Shevchenkivskyi	UA	50.46408	30.46576	220077	Europe/Kyiv
Mirzāpur	IN	25.1449	82.56534	220029	Asia/Kolkata
Oviedo	ES	43.36029	-5.84476	220027	Europe/Madrid
Bandar Seri Alam	MY	1.50434	103.87525	220000	Asia/Kuala_Lumpur
Messina	IT	38.19394	15.55256	219948	Europe/Rome
Dehiwala-Mount Lavinia	LK	6.84019	79.87116	219827	Asia/Colombo
Kropyvnytskyi	UA	48.50834	32.26618	219676	Europe/Kyiv
Kharagpur	IN	22.33971	87.32501	219665	Asia/Kolkata
Kabinda	CD	-6.13791	24.48179	219396	Africa/Lubumbashi
Jacobabad	PK	28.28187	68.43761	219315	Asia/Karachi
Tunduma	TZ	-9.3	32.76667	219309	Africa/Dar_es_Salaam
Binangonan	PH	14.4646	121.1929	219204	Asia/Manila
Oberhausen	DE	51.47805	6.8625	219176	Europe/Berlin
Chon Buri	TH	13.3622	100.98345	219164	Asia/Bangkok
Santa Luzia	BR	-19.76972	-43.85139	219132	America/Sao_Paulo
Prokop’yevsk	RU	53.91518	86.71891	219000	Asia/Novokuznetsk
Samambaia	BR	-15.88231	-48.10428	218840	America/Sao_Paulo
Erfurt	DE	50.97734	11.03536	218793	Europe/Berlin
Esmeraldas	EC	0.9592	-79.65397	218727	America/Guayaquil
Terrassa	ES	41.56667	2.01667	218535	Europe/Madrid
Barking	GB	51.53333	0.08333	218534	Europe/London
Wuhai	CN	39.68442	106.81583	218427	Asia/Shanghai
Imperatriz	BR	-5.52639	-47.49167	218106	America/Fortaleza
Koutiala	ML	12.38723	-5.46507	218031	Africa/Bamako
Eluru	IN	16.71311	81.10437	218020	Asia/Kolkata
Rāniganj	IN	17.42841	78.49361	217910	Asia/Kolkata
San Pedro de Macorís	DO	18.4539	-69.30864	217899	America/Santo_Domingo
Galaţi	RO	45.43687	28.05028	217851	Europe/Bucharest
Badalona	ES	41.45004	2.24741	217741	Europe/Madrid
Mokotów	PL	52.1934	21.03487	217683	Europe/Warsaw
Taiping	MY	4.85	100.73333	217647	Asia/Kuala_Lumpur
Yintai	CN	35.11524	109.09702	217509	Asia/Shanghai
Yamuna Nagar	IN	30.12796	77.28371	217071	Asia/Kolkata
Cabo de Santo Agostinho	BR	-8.28773	-35.02925	216969	America/Recife
Arakawa	JP	35.73825	139.78047	216900	Asia/Tokyo
Pangkalpinang	ID	-2.12914	106.11377	216893	Asia/Jakarta
Jamaica	US	40.69149	-73.80569	216866	America/New_York
Buenavista	MX	19.60833	-99.16944	216776	America/Mexico_City
Gilgit	PK	35.91869	74.31245	216760	Asia/Karachi
Rybinsk	RU	58.04562	38.83811	216724	Europe/Moscow
Santa Rosa	PH	14.31222	121.11139	216650	Asia/Manila
Trondheim	NO	63.43049	10.39506	216518	Europe/Oslo
Raurkela Industrial Township	IN	22.19994	84.86176	216410	Asia/Kolkata
Porlamar	VE	10.95771	-63.86971	216234	America/Caracas
San Bernardino	US	34.10834	-117.28977	216108	America/Los_Angeles
Ciudad Acuña	MX	29.32322	-100.95217	216099	America/Matamoros
Oulu	FI	65.01236	25.46816	216066	Europe/Helsinki
Sinop	BR	-11.86417	-55.5025	216029	America/Cuiaba
Bidar	IN	17.90802	77.51524	216020	Asia/Kolkata
Vykhino-Zhulebino	RU	55.70196	37.81178	216000	Europe/Moscow
Lutsk	UA	50.75784	25.35024	215986	Europe/Kyiv
San Cristóbal de las Casas	MX	16.73006	-92.63825	215874	America/Merida
Zelenograd	RU	55.9825	37.18139	215727	Europe/Moscow
Archway	GB	51.56733	-0.13415	215667	Europe/London
Wangsa Maju	MY	3.20056	101.73972	215600	Asia/Kuala_Lumpur
Salt Lake City	US	40.76078	-111.89105	215548	America/Denver
Biysk	RU	52.53423	85.19661	215430	Asia/Barnaul
Novi Sad	RS	45.25167	19.83694	215400	Europe/Belgrade
Jinzhou	CN	39.1	121.71667	215386	Asia/Shanghai
Jiutepec	MX	18.88139	-99.17778	215357	America/Mexico_City
Longgang	CN	22.72289	114.26326	215273	Asia/Shanghai
Monclova	MX	26.90687	-101.42056	215271	America/Monterrey
Tân An	VN	10.53589	106.41366	215250	Asia/Ho_Chi_Minh
Ma On Shan	HK	22.40613	114.24079	215200	Asia/Hong_Kong
Commonwealth	PH	14.6969	121.08006	215034	Asia/Manila
Huntsville	US	34.7304	-86.58594	215006	America/Chicago
Jabaquara	BR	-23.65055	-46.64591	214958	America/Sao_Paulo
Ziguinchor	SN	12.56801	-16.27326	214874	Africa/Dakar
Kŭlob	TJ	37.91459	69.78454	214700	Asia/Dushanbe
Citeureup	ID	-6.48556	106.88194	214668	Asia/Jakarta
Centralniy	RU	59.93111	30.36072	214625	Europe/Moscow
Sa Dec	VN	10.29085	105.75635	214610	Asia/Ho_Chi_Minh
Kure	JP	34.23222	132.56658	214592	Asia/Tokyo
Shagamu	NG	6.8485	3.64633	214558	Africa/Lagos
Bnei Brak	IL	32.08074	34.8338	214444	Asia/Jerusalem
Khouribga	MA	32.88108	-6.9063	214241	Africa/Casablanca
Yingtan	CN	28.23333	117.0	214229	Asia/Shanghai
Des Moines	US	41.60054	-93.60911	214133	America/Chicago
Marcory	CI	5.31198	-3.99363	214061	Africa/Abidjan
Cartagena	ES	37.60197	-0.98397	213943	Europe/Madrid
Quevedo	EC	-1.02881	-79.46264	213842	America/Guayaquil
Oakville	CA	43.45011	-79.68292	213759	America/Toronto
Naz̧arābād	IR	35.95411	50.60607	213388	Asia/Tehran
Munger	IN	25.37459	86.47455	213303	Asia/Kolkata
Jacareí	BR	-23.30528	-45.96583	213110	America/Sao_Paulo
Jerez de la Frontera	ES	36.68645	-6.13606	212879	Europe/Madrid
El Jadida	MA	33.25682	-8.50882	212863	Africa/Casablanca
Zitong	CN	30.1782	105.82991	212819	Asia/Shanghai
Loa Janan	ID	-0.58295	117.09503	212816	Asia/Makassar
Târgu Mureş	RO	46.54245	24.55747	212752	Europe/Bucharest
Fontana	US	34.09223	-117.43505	212704	America/Los_Angeles
Rancagua	CL	-34.1691	-70.74053	212695	America/Santiago
Zhubei	TW	24.83833	121.00778	212695	Asia/Taipei
Mallawī	EG	27.73264	30.84129	212628	Africa/Cairo
Pasuruan	ID	-7.6453	112.9075	212466	Asia/Jakarta
Cape Coast	GH	5.10535	-1.2466	212426	Africa/Accra
Bukit Mertajam	MY	5.36301	100.4667	212329	Asia/Kuala_Lumpur
Lipa City	PH	13.9411	121.1631	212287	Asia/Manila
Lübeck	DE	53.86893	10.68729	212207	Europe/Berlin
Luojiang	CN	31.30497	104.50484	212186	Asia/Shanghai
Sepang	MY	2.6931	101.7498	212050	Asia/Kuala_Lumpur
Cobán	GT	15.47025	-90.37455	212047	America/Guatemala
Maricá	BR	-22.91944	-42.81861	211986	America/Sao_Paulo
Cao Lãnh	VN	10.46017	105.63294	211912	Asia/Ho_Chi_Minh
Isesaki	JP	36.31667	139.2	211850	Asia/Tokyo
Sabadell	ES	41.54329	2.10942	211734	Europe/Madrid
Jaraguá	BR	-23.44077	-46.73774	211610	America/Sao_Paulo
Taito	JP	35.70749	139.7788	211444	Asia/Tokyo
Nandyāl	IN	15.47799	78.4836	211424	Asia/Kolkata
Santa Cruz de Tenerife	ES	28.46824	-16.25462	211359	Atlantic/Canary
Panchkula	IN	30.69461	76.8504	211355	Asia/Kolkata
Esenyurt	TR	41.02697	28.67732	211330	Europe/Istanbul
Modesto	US	37.6391	-120.99688	211266	America/Los_Angeles
Panabo	PH	7.30806	125.68417	211242	Asia/Manila
Lijiang	CN	26.86879	100.22072	211151	Asia/Shanghai
Konibodom	TJ	40.29414	70.43122	211100	Asia/Dushanbe
Hailar	CN	49.2	119.7	211066	Asia/Shanghai
Itaquera	BR	-23.53194	-46.44417	210960	America/Sao_Paulo
Kabankalan	PH	9.9839	122.81423	210893	Asia/Manila
Burhānpur	IN	21.30868	76.23026	210886	Asia/Kolkata
Abha	SA	18.21639	42.50528	210886	Asia/Riyadh
Burgas	BG	42.50651	27.46886	210646	Europe/Sofia
Pskov	RU	57.81922	28.33181	210501	Europe/Moscow
Morvi	IN	22.81731	70.8377	210451	Asia/Kolkata
Daliang	CN	22.84067	113.2503	210411	Asia/Shanghai
Quilicura	CL	-33.36799	-70.71388	210410	America/Santiago
Beni Mellal	MA	32.33725	-6.34983	210397	Africa/Casablanca
Ashuganj City	BD	24.04016	91.0117	210356	Asia/Dhaka
Sidi Bel Abbes	DZ	35.18994	-0.63085	210146	Africa/Algiers
Arroyo Naranjo	CU	23.03811	-82.37703	210053	America/Havana
Jebel Ali	AE	25.00255	55.10811	210000	Asia/Dubai
Bogra	BD	24.85098	89.37108	210000	Asia/Dhaka
Kostanay	KZ	53.21435	63.62463	210000	Asia/Qostanay
Richmond	CA	49.17003	-123.13683	209937	America/Vancouver
Rochester	US	43.15478	-77.61556	209802	America/New_York
Kanggye	KP	40.96946	126.58523	209530	Asia/Pyongyang
Chungju	KR	36.97666	127.9287	209483	Asia/Seoul
Anand	IN	22.55251	72.9552	209410	Asia/Kolkata
São Leopoldo	BR	-29.76028	-51.14722	209229	America/Sao_Paulo
Bade	TW	24.92981	121.28372	209148	Asia/Taipei
Luziânia	BR	-16.2525	-47.95028	209129	America/Sao_Paulo
Oruro	BO	-17.97153	-67.0932	208684	America/La_Paz
Bachuan	CN	29.84863	106.05046	208520	Asia/Shanghai
La Romana	DO	18.42332	-68.96635	208437	America/Santo_Domingo
Shashamane	ET	7.2	38.6	208400	Africa/Addis_Ababa
Hangu	CN	39.24889	117.78917	208369	Asia/Shanghai
Ongole	IN	15.50357	80.04454	208344	Asia/Kolkata
Pamplona	ES	42.81687	-1.64323	208243	Europe/Madrid
Maryvale	US	33.50199	-112.17765	208189	America/Phoenix
Gangneung	KR	37.75266	128.87239	208161	Asia/Seoul
Portsmouth	GB	50.79899	-1.09125	208100	Europe/London
Gandajika	CD	-6.74504	23.95328	208051	Africa/Lubumbashi
Gunan	CN	29.0231	106.648	208010	Asia/Shanghai
Phan Rang-Tháp Chàm	VN	11.56432	108.98858	207998	Asia/Ho_Chi_Minh
Ciputat	ID	-6.2375	106.69556	207858	Asia/Jakarta
Kasangati	UG	0.43803	32.60246	207800	Africa/Kampala
Sirjan	IR	29.45137	55.6809	207645	Asia/Tehran
Arlington	US	38.88101	-77.10428	207627	America/New_York
Bishoftu	ET	8.75225	38.97846	207400	Africa/Addis_Ababa
Nishi-Tokyo-shi	JP	35.72526	139.5383	207388	Asia/Tokyo
Bobruysk	BY	53.14636	29.20552	207351	Europe/Minsk
Changam-ch’on	KP	40.60611	128.78194	207299	Asia/Pyongyang
Bila Tserkva	UA	49.8004	30.12851	207273	Europe/Kyiv
Oxnard	US	34.1975	-119.17705	207254	America/Los_Angeles
Ciampea	ID	-6.55472	106.70083	207212	Asia/Jakarta
Hurghada	EG	27.25738	33.81291	207132	Africa/Cairo
Móstoles	ES	40.32234	-3.86496	207095	Europe/Madrid
Columbus	US	32.46098	-84.98771	206922	America/New_York
Mantilla	CU	23.06794	-82.34143	206918	America/Havana
Dosquebradas	CO	4.83916	-75.66727	206693	America/Bogota
Toledo	PH	10.3773	123.6386	206692	Asia/Manila
Turku	FI	60.45148	22.26869	206655	Europe/Helsinki
Worcester	US	42.26259	-71.80229	206518	America/New_York
Pagadian	PH	7.8257	123.437	206483	Asia/Manila
Epworth	ZW	-17.89	31.1475	206368	Africa/Harare
San Felipe	VE	10.3401	-68.74297	206270	America/Caracas
Dinajpur	BD	25.62745	88.63779	206234	Asia/Dhaka
Hosapete	IN	15.26954	76.3871	206167	Asia/Kolkata
Việt Yên	VN	21.26667	106.13333	205900	Asia/Ho_Chi_Minh
Ifakara	TZ	-8.13333	36.68333	205843	Africa/Dar_es_Salaam
Sumbe	AO	-11.20605	13.84371	205832	Africa/Luanda
Ségou	ML	13.44032	-6.25947	205787	Africa/Bamako
Kon Tum	VN	14.35451	108.00759	205762	Asia/Ho_Chi_Minh
Itabuna	BR	-14.78556	-39.28028	205660	America/Bahia
Latacunga	EC	-0.93424	-78.6152	205624	America/Guayaquil
Nāngloi Jāt	IN	28.67957	77.06799	205596	Asia/Kolkata
Kishiwada	JP	34.46667	135.36667	205561	Asia/Tokyo
Jinghong	CN	22.00265	100.7697	205523	Asia/Shanghai
Mdantsane	ZA	-32.93324	27.77656	205504	Africa/Johannesburg
Itaim Paulista	BR	-23.50308	-46.38566	205295	America/Sao_Paulo
São Carlos	BR	-22.0175	-47.89083	205035	America/Sao_Paulo
Qā’em Shahr	IR	36.46306	52.86007	204953	Asia/Tehran
Shikarpur	PK	27.95558	68.63823	204938	Asia/Karachi
Ternate	ID	0.79065	127.38424	204920	Asia/Jayapura
Gongheyong	CN	22.75923	113.79452	204881	Asia/Shanghai
Linz	AT	48.30639	14.28611	204846	Europe/Vienna
Dhangaḍhi̇̄	NP	28.70159	80.58991	204788	Asia/Kathmandu
Nanchuan	CN	29.15201	107.10335	204775	Asia/Shanghai
Córdoba	MX	18.8842	-96.92559	204721	America/Mexico_City
Bishan	CN	29.59491	106.22476	204702	Asia/Shanghai
Biskra	DZ	34.85038	5.72805	204661	Africa/Algiers
Xizhi	TW	25.06615	121.65985	204619	Asia/Taipei
Gaoping	CN	30.77576	106.10294	204368	Asia/Shanghai
Trieste	IT	45.64953	13.77678	204338	Europe/Rome
Mpanda	TZ	-6.34379	31.06951	204338	Africa/Dar_es_Salaam
Moreno Valley	US	33.93752	-117.23059	204198	America/Los_Angeles
Secunderabad	IN	17.50427	78.54263	204182	Asia/Kolkata
Punggol	SG	1.41444	103.90694	204150	Asia/Singapore
Sodo	ET	6.86	37.76159	204100	Africa/Addis_Ababa
Zliten	LY	32.46739	14.56874	203790	Africa/Tripoli
Padua	IT	45.40797	11.88586	203725	Europe/Rome
Karnaphuli	BD	22.69056	92.23472	203697	Asia/Dhaka
Las Tunas	CU	20.96135	-76.95192	203684	America/Havana
Matsue	JP	35.48333	133.05	203616	Asia/Tokyo
Bayamón	PR	18.39856	-66.15572	203499	America/Puerto_Rico
Gimpo-si	KR	37.62361	126.71417	203391	Asia/Seoul
Lauro de Freitas	BR	-12.89444	-38.32722	203331	America/Bahia
Deoghar	IN	24.48983	86.69902	203123	Asia/Kolkata
Fianarantsoa	MG	-21.45267	47.08569	203105	Indian/Antananarivo
Vasyl'evsky Ostrov	RU	59.94091	30.25377	203058	Europe/Moscow
Sobral	BR	-3.68611	-40.34972	203023	America/Fortaleza
Chāndpur	BD	23.22714	90.65433	203000	Asia/Dhaka
Atsiaman	GH	5.69775	-0.32824	202932	Africa/Accra
Bandundu Province	CD	-3.31687	17.38063	202904	Africa/Kinshasa
Osmaniye	TR	37.07417	36.24778	202837	Europe/Istanbul
Bābol	IR	36.55102	52.6786	202796	Asia/Tehran
Cabo San Lucas	MX	22.89088	-109.91238	202694	America/Mazatlan
Little Rock	US	34.74648	-92.28959	202591	America/Chicago
Çorlu	TR	41.16069	27.80093	202578	Europe/Istanbul
Madiun	ID	-7.6298	111.5239	202544	Asia/Jakarta
Iringa	TZ	-7.76667	35.7	202490	Africa/Dar_es_Salaam
Debrecen	HU	47.53167	21.62444	202402	Europe/Budapest
Chāpra	IN	25.78031	84.74709	202352	Asia/Kolkata
Motijheel	BD	23.72772	90.41919	202308	Asia/Dhaka
Barishal	BD	22.70497	90.37013	202242	Asia/Dhaka
Richmond Hill	CA	43.87111	-79.43725	202022	America/Toronto
Fayetteville	US	35.05266	-78.87836	201963	America/New_York
Al Khums	LY	32.64861	14.26191	201943	Africa/Tripoli
Huntington Beach	US	33.6603	-117.99923	201899	America/Los_Angeles
Favoriten	AT	48.16116	16.38233	201882	Europe/Vienna
Koronadal	PH	6.50306	124.84694	201844	Asia/Manila
Geneva	CH	46.20222	6.14569	201741	Europe/Zurich
Tallahassee	US	30.43826	-84.28073	201731	America/New_York
Swindon	GB	51.55797	-1.78116	201669	Europe/London
Rengasdengklok	ID	-6.15917	107.29806	201463	Asia/Jakarta
Rio Claro	BR	-22.41139	-47.56139	201418	America/Sao_Paulo
Salatiga	ID	-7.33194	110.49278	201369	Asia/Jakarta
Cajamarca	PE	-7.16378	-78.50027	201329	America/Lima
Townsville	AU	-19.26639	146.80569	201313	Australia/Brisbane
Thanh Khê	VN	16.0706	108.19102	201240	Asia/Ho_Chi_Minh
La Pintana	CL	-33.58331	-70.63419	201178	America/Santiago
Daşoguz	TM	41.83625	59.96661	201142	Asia/Ashgabat
Yonkers	US	40.9304	-73.89789	201116	America/New_York
Glendale	US	34.14251	-118.25508	201020	America/Los_Angeles
Dadu	PK	26.73033	67.7769	201017	Asia/Karachi
Arba Minch	ET	6.03333	37.55	201000	Africa/Addis_Ababa
Banjar	ID	-7.1955	107.4313	200970	Asia/Jakarta
Petropavl	KZ	54.87343	69.15065	200920	Asia/Almaty
Cypress	US	29.96911	-95.69717	200839	America/Chicago
Khandwa	IN	21.82427	76.35086	200738	Asia/Kolkata
Aurora	US	41.76058	-88.32007	200661	America/Chicago
Puri	IN	19.79825	85.82494	200564	Asia/Kolkata
Morena	IN	26.49892	77.99534	200482	Asia/Kolkata
Nicosia	CY	35.17284	33.35397	200452	Asia/Nicosia
Brescia	IT	45.53558	10.21472	200423	Europe/Rome
Nasīm Shahr	IR	35.56504	51.16332	200393	Asia/Tehran
Nasimshahr	IR	35.56528	51.1583	200393	Asia/Tehran
Ugep	NG	5.80865	8.08098	200276	Africa/Lagos
Kamina	CD	-8.73508	24.99798	200184	Africa/Lubumbashi
Yanbu	SA	24.08954	38.0618	200161	Asia/Riyadh
Nagareyama	JP	35.8563	139.90266	200136	Asia/Tokyo
Charleroi	BE	50.41136	4.44448	200132	Europe/Brussels
Lạng Sơn	VN	21.85264	106.76101	200108	Asia/Bangkok
São José	BR	-28.21344	-49.16383	200000	America/Sao_Paulo
Nyingchi	CN	29.64885	94.35509	200000	Asia/Shanghai
Yuen Long San Hui	HK	22.43333	114.03333	200000	Asia/Hong_Kong
Yuen Long	HK	22.44518	114.02621	200000	Asia/Hong_Kong
Sumedang	ID	-6.85861	107.91639	200000	Asia/Jakarta
Gyānpur	IN	25.33268	82.46637	200000	Asia/Kolkata
Az Zāwīyah	LY	32.7571	12.72764	200000	Africa/Tripoli
Salé Al Jadida	MA	33.99722	-6.74047	200000	Africa/Casablanca
Bandar Sunway	MY	3.0693	101.6074	200000	Asia/Kuala_Lumpur
Bandar Utama	MY	3.14818	101.61407	200000	Asia/Kuala_Lumpur
Bukit Jalil	MY	3.04913	101.68036	200000	Asia/Kuala_Lumpur
Chakwama	NG	11.55965	9.66407	200000	Africa/Lagos
Shahkot	PK	31.5709	73.48531	200000	Asia/Karachi
Severnyy	RU	55.93583	37.54889	200000	Europe/Moscow
El Dibir	SO	11.76667	51.21667	200000	Africa/Mogadishu
Rayon KTZ	UA	49.94349	36.36959	200000	Europe/Kyiv
Beiliu	CN	22.70722	110.34917	199769	Asia/Shanghai
Iquique	CL	-20.21326	-70.15027	199587	America/Santiago
Thuận Thanh	VN	21.046	106.079	199577	Asia/Bangkok
Balakovo	RU	52.02639	47.79671	199572	Europe/Saratov
Armavir	RU	44.99849	41.11472	199548	Europe/Moscow
Yachiyo	JP	35.73531	140.12445	199498	Asia/Tokyo
Saidpur	BD	25.77769	88.89169	199422	Asia/Dhaka
Quận Bốn	VN	10.76684	106.70574	199329	Asia/Ho_Chi_Minh
Arīsh	EG	31.13159	33.79844	199243	Africa/Cairo
Rawang	MY	3.3213	101.5767	199095	Asia/Kuala_Lumpur
Dudley	GB	52.5	-2.08333	199059	Europe/London
Mushin	NG	6.52799	3.35411	199000	Africa/Lagos
Yuzhno-Sakhalinsk	RU	46.9543	142.73559	198973	Asia/Sakhalin
Hagen	DE	51.36081	7.47168	198972	Europe/Berlin
Guacara	VE	10.22609	-67.877	198883	America/Caracas
Valparaíso de Goiás	BR	-16.06583	-47.97861	198861	America/Sao_Paulo
Gliwice	PL	50.29761	18.67658	198835	Europe/Warsaw
Changji	CN	44.00782	87.30461	198776	Asia/Urumqi
Kodaira	JP	35.72603	139.48508	198739	Asia/Tokyo
Plano Piloto	BR	-15.79411	-47.8825	198697	America/Sao_Paulo
Amarillo	US	35.222	-101.8313	198645	America/Chicago
Bulandshahr	IN	28.40392	77.85773	198612	Asia/Kolkata
Lusail	QA	25.4175	51.5075	198600	Asia/Qatar
Aberdeen	GB	57.14369	-2.09814	198590	Europe/London
Taranto	IT	40.46438	17.24707	198585	Europe/Rome
Capiatá	PY	-25.3552	-57.44545	198553	America/Asuncion
Gorontalo	ID	0.5375	123.0625	198539	Asia/Makassar
Zango	AO	-9.01212	13.38437	198538	Africa/Luanda
Duyun	CN	26.26667	107.51667	198516	Asia/Shanghai
Naivasha	KE	-0.71383	36.43261	198444	Africa/Nairobi
Kaiyuan	CN	23.69767	103.30372	198423	Asia/Shanghai
Rzeszów	PL	50.04132	21.99901	198317	Europe/Warsaw
Rostock	DE	54.0887	12.14049	198293	Europe/Berlin
Parma	IT	44.79935	10.32618	198292	Europe/Rome
Sibu	MY	2.3	111.81667	198239	Asia/Kuching
Arnavutköy	TR	41.18355	28.7402	198165	Europe/Istanbul
Itami	JP	34.78427	135.40126	198138	Asia/Tokyo
Podil	UA	50.46936	30.51627	198123	Europe/Kyiv
